,城市ID,行政归属,城市简称,拼音,lat,lon
881,WTUBM9EEUXN3,江苏省/扬州市/广陵区,江苏/扬州/广陵,Guangling,32.39661651,119.4263949
882,WTUBJN87JTKZ,江苏省/扬州市/邗江区,江苏/扬州/邗江,Hanjiang,32.38,119.4
883,WTV02RTWKYJJ,江苏省/扬州市/江都区,江苏/扬州/江都,Jiangdu,32.43,119.55
884,WTUV49RDG2ZX,江苏省/扬州市/宝应县,江苏/扬州/宝应,Baoying,33.23,119.3
885,WTSZ8484RK10,江苏省/扬州市/仪征市,江苏/扬州/仪征,Yizheng,32.27,119.18
886,WTUFMXQM2DYS,江苏省/扬州市/高邮市,江苏/扬州/高邮,Gaoyou,32.78,119.43
887,WTSZNJUFDEP9,江苏省/镇江市,江苏/镇江/镇江,Zhenjiang,32.2,119.45
888,WTSZNMZSH2F7,江苏省/镇江市/京口区,江苏/镇江/京口,Jingkou,32.20024565,119.4648309
889,WTSZJJM4K9X5,江苏省/镇江市/润州区,江苏/镇江/润州,Runzhou,32.19720273,119.4064832
890,WTSYY1HFFDPE,江苏省/镇江市/丹徒区,江苏/镇江/丹徒,Dantu,32.13,119.45
891,WTTN0CKJWBQ5,江苏省/镇江市/丹阳市,江苏/镇江/丹阳,Danyang,32,119.57
892,WTTPQE63277W,江苏省/镇江市/扬中市,江苏/镇江/扬中,Yangzhong,32.23,119.82
893,WTSTZB2FNR8M,江苏省/镇江市/句容市,江苏/镇江/句容,Jurong,31.95,119.17
894,WTV28G74FW3J,江苏省/泰州市,江苏/泰州/泰州,Taizhou,32.45,119.92
895,WTV2BEPNYDNT,江苏省/泰州市/海陵区,江苏/泰州/海陵,Hailing,32.49323577,119.9146861
896,WTTPZGGEZ968,江苏省/泰州市/高港区,江苏/泰州/高港,Gaogang,32.32105461,119.8769581
897,WTV3N04D9ZMK,江苏省/泰州市/姜堰区,江苏/泰州/姜堰,Jiangyan,32.52,120.15
898,WTV5R2BHGKV1,江苏省/泰州市/兴化市,江苏/泰州/兴化,Xinghua,32.92,119.85
899,WTTW0V1FN0EU,江苏省/泰州市/靖江市,江苏/泰州/靖江,Jingjiang,32.02,120.27
900,WTTR507GUDWK,江苏省/泰州市/泰兴市,江苏/泰州/泰兴,Taixing,32.17,120.02
901,WWH1780CEFBR,江苏省/宿迁市,江苏/宿迁/宿迁,Suqian,33.97,118.28
902,WWH14X18FKV8,江苏省/宿迁市/宿城区,江苏/宿迁/宿城,Sucheng,33.96438769,118.2370272
903,WWH1HKMVPFDW,江苏省/宿迁市/宿豫区,江苏/宿迁/宿豫,Suyu,33.95,118.32
904,WWH6NTJTTT4U,江苏省/宿迁市/沭阳县,江苏/宿迁/沭阳,Shuyang,34.13,118.77
905,WTURUDS1HRTG,江苏省/宿迁市/泗阳县,江苏/宿迁/泗阳,Siyang,33.72,118.68
906,WTUN6JJ0VSJN,江苏省/宿迁市/泗洪县,江苏/宿迁/泗洪,Sihong,33.47,118.22
907,WTMKQ069CCJ7,浙江省/杭州市,浙江/杭州/杭州,Hangzhou,30.28,120.15
908,WTMKN3V5ZZP4,浙江省/杭州市/上城区,浙江/杭州/上城,Shangcheng,30.24466972,120.1646792
909,WTMKQ9J9W5W9,浙江省/杭州市/下城区,浙江/杭州/下城,Xiacheng,30.28408995,120.1762765
910,WTMKPHX3CWBD,浙江省/杭州市/江干区,浙江/杭州/江干,Jianggan,30.2594312,120.2004512
911,WTMKMZBFE71F,浙江省/杭州市/拱墅区,浙江/杭州/拱墅,Gongshu,30.32133792,120.13667
912,WTMKJSBWTWPD,浙江省/杭州市/西湖区,浙江/杭州/西湖,Xihu,30.26161592,120.1254447
913,WTM7Z7SRBC17,浙江省/杭州市/滨江区,浙江/杭州/滨江,Binjiang,30.21099204,120.2072865
914,WTME8U3BYPEU,浙江省/杭州市/萧山区,浙江/杭州/萧山,Xiaoshan,30.17,120.27
915,WTMT13ZC35J8,浙江省/杭州市/余杭区,浙江/杭州/余杭,Yuhang,30.42,120.3
916,WTM6CW2VVW48,浙江省/杭州市/富阳区,浙江/杭州/富阳,Fuyang,30.05,119.95
917,WTM5UR1QW0QN,浙江省/杭州市/临安区,浙江/杭州/临安,Linan,30.23,119.72
918,WTM1E0VJ94EK,浙江省/杭州市/桐庐县,浙江/杭州/桐庐,Tonglu,29.8,119.67
919,WTK8KSE02PBV,浙江省/杭州市/淳安县,浙江/杭州/淳安,Chunan,29.6,119.03
920,WTHZDQ9J3QQ3,浙江省/杭州市/建德市,浙江/杭州/建德,Jiande,29.48,119.28
921,WTQ3VZQP879N,浙江省/宁波市,浙江/宁波/宁波,Ningbo,29.88,121.55
922,WTQ3VU7BB6FN,浙江省/宁波市/海曙区,浙江/宁波/海曙,Haishu,29.86235778,121.5469115
923,WTQ6JCNY16W8,浙江省/宁波市/江北区,浙江/宁波/江北,Jiangbei,29.88934917,121.5510802
924,WTQDKB86YU3K,浙江省/宁波市/北仑区,浙江/宁波/北仑,Beilun,29.93,121.85
925,WTQD3U1Z3SDM,浙江省/宁波市/镇海区,浙江/宁波/镇海,Zhenhai,29.95,121.72
926,WTQ3TQRKQ701,浙江省/宁波市/鄞州区,浙江/宁波/鄞州,Yinzhou,29.83,121.53
927,WTQ2DT8GC08G,浙江省/宁波市/奉化区,浙江/宁波/奉化,Fenghua,29.65,121.4
928,WTNXTNXJ2Y63,浙江省/宁波市/象山县,浙江/宁波/象山,Xiangshan,29.48,121.87
929,WTNQE4Q8K5DE,浙江省/宁波市/宁海县,浙江/宁波/宁海,Ninghai,29.28,121.43
930,WTQ4UFF9RTER,浙江省/宁波市/余姚市,浙江/宁波/余姚,Yuyao,30.03,121.15
931,WTQ5WSKBZXXU,浙江省/宁波市/慈溪市,浙江/宁波/慈溪,Cixi,30.17,121.23
932,WSVZ695PCF71,浙江省/温州市,浙江/温州/温州,Wenzhou,28,120.7
933,WSVZ3KXMRYFJ,浙江省/温州市/鹿城区,浙江/温州/鹿城,Lucheng,28.01882163,120.6511608
934,WSVYVJ955QS4,浙江省/温州市/龙湾区,浙江/温州/龙湾,Longwan,27.93603609,120.8071824
935,WSVZ0EF4XCF7,浙江省/温州市/瓯海区,浙江/温州/瓯海,Ouhai,27.97025729,120.6109924
936,WSYNKF69X852,浙江省/温州市/洞头区,浙江/温州/洞头,Dongtou,27.83,121.15
937,WTJB4HS3XU64,浙江省/温州市/永嘉县,浙江/温州/永嘉,Yongjia,28.15,120.68
938,WSVTRTHMKTU5,浙江省/温州市/平阳县,浙江/温州/平阳,Pingyang,27.67,120.57
939,WSVS7Y0X57DC,浙江省/温州市/苍南县,浙江/温州/苍南,Cangnan,27.5,120.4
940,WSVQH3PW4Z3D,浙江省/温州市/文成县,浙江/温州/文成,Wencheng,27.78,120.08
941,WSVHU6CQYHW0,浙江省/温州市/泰顺县,浙江/温州/泰顺,Taishun,27.57,119.72
942,WSVY110N4XR6,浙江省/温州市/瑞安市,浙江/温州/瑞安,Ruian,27.78,120.63
943,WTN002CJ5K0D,浙江省/温州市/乐清市,浙江/温州/乐清,Yueqing,28.13,120.95
944,WTMYGTZ7WZMY,浙江省/嘉兴市,浙江/嘉兴/嘉兴,Jiaxing,30.75,120.75
945,WTMYUMUKSM74,浙江省/嘉兴市/南湖区,浙江/嘉兴/南湖,Nanhu,30.75016012,120.778728
946,WTMZ49N98592,浙江省/嘉兴市/秀洲区,浙江/嘉兴/秀洲,Xiuzhou,30.76748827,120.704729
947,WTMZX85620Z4,浙江省/嘉兴市/嘉善县,浙江/嘉兴/嘉善,Jiashan,30.85,120.92
948,WTQJ8MC45K2X,浙江省/嘉兴市/海盐县,浙江/嘉兴/海盐,Haiyan,30.53,120.95
949,WTMVDJU6PU6P,浙江省/嘉兴市/海宁市,浙江/嘉兴/海宁,Haining,30.53,120.68
950,WTQN9UU06QU3,浙江省/嘉兴市/平湖市,浙江/嘉兴/平湖,Pinghu,30.7,121.02
951,WTMWR8H2STU5,浙江省/嘉兴市/桐乡市,浙江/嘉兴/桐乡,Tongxiang,30.63,120.57
952,WTMRU3PTDC3X,浙江省/湖州市,浙江/湖州/湖州,Huzhou,30.9,120.08
953,WTMRWCC28EGN,浙江省/湖州市/吴兴区,浙江/湖州/吴兴,Wuxing,30.85932951,120.1811855
954,WTMXS06SWBWE,浙江省/湖州市/南浔区,浙江/湖州/南浔,Nanxun,30.8517584,120.4138879
955,WTMM9VZ6PS7X,浙江省/湖州市/德清县,浙江/湖州/德清,Deqing,30.53,119.97
956,WTT22RH887PG,浙江省/湖州市/长兴县,浙江/湖州/长兴,Changxing,31.02,119.9
957,WTMN72H2DJU5,浙江省/湖州市/安吉县,浙江/湖州/安吉,Anji,30.63,119.68
958,WTMDXTK6STK4,浙江省/绍兴市,浙江/绍兴/绍兴,Shaoxing,30,120.57
959,WTMDXGDTS1BB,浙江省/绍兴市/越城区,浙江/绍兴/越城,Yuecheng,29.99088274,120.5785573
960,WTMEJ7UZ1MF4,浙江省/绍兴市/柯桥区,浙江/绍兴/柯桥,Keqiao,30.08042599,120.4716677
961,WTMFY6YC7JSR,浙江省/绍兴市/上虞区,浙江/绍兴/上虞,Shangyu,30.03,120.87
962,WTJZZ4K9YNTF,浙江省/绍兴市/新昌县,浙江/绍兴/新昌,Xinchang,29.5,120.9
963,WTM3PFKGD19C,浙江省/绍兴市/诸暨市,浙江/绍兴/诸暨,Zhuji,29.72,120.23
964,WTMBM2F7YP9T,浙江省/绍兴市/嵊州市,浙江/绍兴/嵊州,Shengzhou,29.58,120.82
965,WTJJ6TY7R0FK,浙江省/金华市,浙江/金华/金华,Jinhua,29.08,119.65
966,WTJJ2Z9CP0HZ,浙江省/金华市/婺城区,浙江/金华/婺城,Wucheng,29.08922325,119.5669191
967,WTJJE9F5QTST,浙江省/金华市/金东区,浙江/金华/金东,Jindong,29.10199822,119.6880903
968,WTJHQT468Q7X,浙江省/金华市/武义县,浙江/金华/武义,Wuyi,28.9,119.82
969,WTJPXCJYWMYU,浙江省/金华市/浦江县,浙江/金华/浦江,Pujiang,29.45,119.88
970,WTJTK2QKW2KX,浙江省/金华市/磐安县,浙江/金华/磐安,Panan,29.05,120.43
971,WTHYNPKFFDZ9,浙江省/金华市/兰溪市,浙江/金华/兰溪,Lanxi,29.22,119.45
972,WTJQSMBKCGCH,浙江省/金华市/义乌市,浙江/金华/义乌,Yiwu,29.3,120.07
973,WTJQXFKB659G,浙江省/金华市/东阳市,浙江/金华/东阳,Dongyang,29.28,120.23
974,WTJK7M54TWQZ,浙江省/金华市/永康市,浙江/金华/永康,Yongkang,28.9,120.03
975,WTHS8FW3RYBK,浙江省/衢州市,浙江/衢州/衢州,Quzhou,28.93,118.87
976,WTHSBF5GZDBN,浙江省/衢州市/柯城区,浙江/衢州/柯城,Kecheng,28.9716069,118.8665557
977,WTHSF7DHTZE9,浙江省/衢州市/衢江区,浙江/衢州/衢江,Qujiang,28.98,118.93
978,WTHK2VPDSNMR,浙江省/衢州市/常山县,浙江/衢州/常山,Changshan,28.9,118.52
979,WTHJWWYY9CXF,浙江省/衢州市/开化县,浙江/衢州/开化,Kaihua,29.13,118.42
980,WTHTPUBBN20R,浙江省/衢州市/龙游县,浙江/衢州/龙游,Longyou,29.03,119.17
981,WTH7E3B2YK6Y,浙江省/衢州市/江山市,浙江/衢州/江山,Jiangshan,28.75,118.62
982,WTQFSTR6DMK4,浙江省/舟山市,浙江/舟山/舟山,Zhoushan,30,122.2
983,WTQFF2YX0JWG,浙江省/舟山市/定海区,浙江/舟山/定海,Dinghai,30.02,122.1
984,WTQFRH0PKS9T,浙江省/舟山市/普陀区,浙江/舟山/普陀,Putuo,29.95,122.3
985,WTQUHDZ742SN,浙江省/舟山市/岱山县,浙江/舟山/岱山,Daishan,30.25,122.2
986,WTRNF6JR5Z1W,浙江省/舟山市/嵊泗县,浙江/舟山/嵊泗,Shengsi,30.73,122.45
987,WTN74CS48NB0,浙江省/台州市,浙江/台州/台州,Taizhou,28.661049,121.4154053
988,WTN75JN9H56X,浙江省/台州市/椒江区,浙江/台州/椒江,Jiaojiang,28.68,121.43
989,WTN4ZXD47G1F,浙江省/台州市/黄岩区,浙江/台州/黄岩,Huangyan,28.65,121.27
990,WTN6D4F4WFPU,浙江省/台州市/路桥区,浙江/台州/路桥,Luqiao,28.58,121.38
991,WTNMDJ4HQCRY,浙江省/台州市/三门县,浙江/台州/三门,Sanmen,29.12,121.38
992,WTNJDNGQE3SF,浙江省/台州市/天台县,浙江/台州/天台,Tiantai,29.13,121.03
993,WTJU5R8GUYHF,浙江省/台州市/仙居县,浙江/台州/仙居,Xianju,28.87,120.73
994,WTN33UDGJZR3,浙江省/台州市/温岭市,浙江/台州/温岭,Wenling,28.37,121.37
995,WTNHH5UZKTCC,浙江省/台州市/临海市,浙江/台州/临海,Linhai,28.85,121.12
996,WTN0N8UVPSPF,浙江省/台州市/玉环市,浙江/台州/玉环,Yuhuan,28.13,121.23
997,WTJ3BG5J683H,浙江省/丽水市,浙江/丽水/丽水,Lishui,28.45,119.92
998,WTJ3BE42ZV8K,浙江省/丽水市/莲都区,浙江/丽水/莲都,Liandou,28.44925571,119.9082083
999,WTJ81H91XHK6,浙江省/丽水市/青田县,浙江/丽水/青田,Qingtian,28.15,120.28
1000,WTJ6UR863G14,浙江省/丽水市/缙云县,浙江/丽水/缙云,Jinyun,28.65,120.07
1001,WTHFDN3Z06MV,浙江省/丽水市/遂昌县,浙江/丽水/遂昌,Suichang,28.6,119.27
1002,WTHCYG4TMB3H,浙江省/丽水市/松阳县,浙江/丽水/松阳,Songyang,28.45,119.48
1003,WSVPBZH4YGYJ,浙江省/丽水市/云和县,浙江/丽水/云和,Yunhe,28.12,119.57
1004,WSUTJH1D4J1V,浙江省/丽水市/庆元县,浙江/丽水/庆元,Qingyuan,27.62,119.05
1005,WSVP4JXGM413,浙江省/丽水市/景宁畲族自治县,浙江/丽水/景宁,Jingning,27.98,119.63
1006,WSUXWZGCF5QK,浙江省/丽水市/龙泉市,浙江/丽水/龙泉,Longquan,28.08,119.13
1007,WTEMH46Z5N09,安徽省/合肥市,安徽/合肥/合肥,Hefei,31.83,117.25
1008,WTEMJRCVVPNG,安徽省/合肥市/瑶海区,安徽/合肥/瑶海,Yaohai,31.86000349,117.3036526
1009,WTEMK79QR10U,安徽省/合肥市/庐阳区,安徽/合肥/庐阳,Luyang,31.88065664,117.2590982
1010,WTEMHNWW0T6B,安徽省/合肥市/蜀山区,安徽/合肥/蜀山,Shushan,31.85317001,117.2550456
1011,WTEKVK45X268,安徽省/合肥市/包河区,安徽/合肥/包河,Baohe,31.79503589,117.3040867
1012,WTG2F2B9DYU6,安徽省/合肥市/长丰县,安徽/合肥/长丰,Changfeng,32.48,117.17
1013,WTET35E43QSX,安徽省/合肥市/肥东县,安徽/合肥/肥东,Feidong,31.88,117.47
1014,WTEK6Q2W6US6,安徽省/合肥市/肥西县,安徽/合肥/肥西,Feixi,31.72,117.17
1015,WTE3UBBSQN4R,安徽省/合肥市/庐江县,安徽/合肥/庐江,Lujiang,31.25,117.28
1016,WTEGF0W764FN,安徽省/合肥市/巢湖市,安徽/合肥/巢湖,Chaohu,31.6,117.87
1017,WTS4JZ3WMZMC,安徽省/芜湖市,安徽/芜湖/芜湖,Wuhu,31.33,118.38
1018,WTS4MC9MZDPC,安徽省/芜湖市/镜湖区,安徽/芜湖/镜湖,Jinghu,31.34224559,118.3797346
1019,WTS4JS2RHCZP,安徽省/芜湖市/弋江区,安徽/芜湖/弋江,Yijiang,31.31362076,118.3672558
1020,WTS4MYYQ3PU2,安徽省/芜湖市/鸠江区,安徽/芜湖/鸠江,Jiujiang,31.37120121,118.3863175
1021,WTS1E5SRHQ7U,安徽省/芜湖市/三山区,安徽/芜湖/三山,Sanshan,31.2216338,118.2628599
1022,WTS34NSJCKB5,安徽省/芜湖市/芜湖县,安徽/芜湖/芜湖县,Wuhuxian,31.15,118.57
1023,WTS0C9YW5EUJ,安徽省/芜湖市/繁昌县,安徽/芜湖/繁昌,Fanchang,31.08,118.2
1024,WTKPUSV60CG0,安徽省/芜湖市/南陵县,安徽/芜湖/南陵,Nanling,30.92,118.33
1025,WTEF53FXXNUU,安徽省/芜湖市/无为县,安徽/芜湖/无为,Wuwei,31.3,117.92
1026,WTG7R0CSBHZ9,安徽省/蚌埠市,安徽/蚌埠/蚌埠,Bengbu,32.92,117.38
1027,WTG7RJRKC1JS,安徽省/蚌埠市/龙子湖区,安徽/蚌埠/龙子湖,Longzihu,32.94469971,117.3879364
1028,WTG7QTS5ZCZY,安徽省/蚌埠市/蚌山区,安徽/蚌埠/蚌山,Bangshan,32.94590571,117.3617935
1029,WTG7Q4CZWYZ0,安徽省/蚌埠市/禹会区,安徽/蚌埠/禹会,Yuhui,32.93146907,117.336687
1030,WTG7W3QPX264,安徽省/蚌埠市/淮上区,安徽/蚌埠/淮上,Huaishang,32.96714007,117.3535246
1031,WTG7D6PB5VKY,安徽省/蚌埠市/怀远县,安徽/蚌埠/怀远,Huaiyuan,32.97,117.18
1032,WTGUD6V8EPFU,安徽省/蚌埠市/五河县,安徽/蚌埠/五河,Wuhe,33.15,117.88
1033,WTGMT9TZ44HQ,安徽省/蚌埠市/固镇县,安徽/蚌埠/固镇,Guzhen,33.32,117.32
1034,WTG1WKHG98G5,安徽省/淮南市,安徽/淮南/淮南,Huainan,32.63,117
1035,WTG1XKXRXCUK,安徽省/淮南市/大通区,安徽/淮南/大通,Datong,32.63343878,117.0476483
1036,WTG1WXT7P1DE,安徽省/淮南市/田家庵区,安徽/淮南/田家庵,Tianjiaan,32.64914428,117.0119082
1037,WTG17P43HDN1,安徽省/淮南市/谢家集区,安徽/淮南/谢家集,Xiejiaji,32.60211142,116.8538771
1038,WTG1DKZB05SG,安徽省/淮南市/八公山区,安徽/淮南/八公山,Bagongshan,32.63353374,116.8282766
1039,WTG46R3TR6CK,安徽省/淮南市/潘集区,安徽/淮南/潘集,Panji,32.78,116.82
1040,WTG400BGM1U4,安徽省/淮南市/凤台县,安徽/淮南/凤台,Fengtai,32.7,116.72
1041,WTG137H870PQ,安徽省/淮南市/寿县,安徽/淮南/寿县,Shouxian,32.58,116.78
1042,WTSK2DC1FHK3,安徽省/马鞍山市,安徽/马鞍山/马鞍山,Maanshan,31.7,118.5
1043,WTSK2NZB4F92,安徽省/马鞍山市/花山区,安徽/马鞍山/花山,Huashan,31.72166261,118.4873255
1044,WTSK0RUJXNMJ,安徽省/马鞍山市/雨山区,安徽/马鞍山/雨山,Yushan,31.68417553,118.4933492
1045,WTSE832M8GRH,安徽省/马鞍山市/博望区,安徽/马鞍山/博望,Bowang,31.56056314,118.8394962
1046,WTS72PD80470,安徽省/马鞍山市/当涂县,安徽/马鞍山/当涂,Dangtu,31.55,118.48
1047,WTEURQMY3KWD,安徽省/马鞍山市/含山县,安徽/马鞍山/含山,Hanshan,31.72,118.1
1048,WTSHMW6QKUT4,安徽省/马鞍山市/和县,安徽/马鞍山/和县,Hexian,31.72,118.37
1049,WW511U7JJ68Q,安徽省/淮北市,安徽/淮北/淮北,Huaibei,33.95,116.8
1050,WW516K5Z0HHM,安徽省/淮北市/杜集区,安徽/淮北/杜集,Duji,33.99292324,116.8227827
1051,WW511W7NGXEQ,安徽省/淮北市/相山区,安徽/淮北/相山,Xiangshan,33.96131353,116.7889425
1052,WW50F48Y0143,安徽省/淮北市/烈山区,安徽/淮北/烈山,Lieshan,33.89660437,116.8076738
1053,WW50CNVQ64QC,安徽省/淮北市/濉溪县,安徽/淮北/濉溪,Suixi,33.92,116.77
1054,WT7ZCN9UKCZS,安徽省/铜陵市,安徽/铜陵/铜陵,Tongling,30.93,117.82
1055,WTEB1B0QM30H,安徽省/铜陵市/铜官区,安徽/铜陵/铜官,Tongguan,30.93857903,117.8509107
1056,WTEB071JWRYP,安徽省/铜陵市/义安区,安徽/铜陵/义安,Yian,30.95496646,117.7860734
1057,WT7ZBEHWGP9G,安徽省/铜陵市/郊区,安徽/铜陵/郊区,Jiaoqu,30.91123364,117.8017213
1058,WT7QDUY2MYY1,安徽省/铜陵市/枞阳县,安徽/铜陵/枞阳,Zongyang,30.7,117.2
1059,WT7JXTC4NSMZ,安徽省/安庆市,安徽/安庆/安庆,Anqing,30.53,117.05
1060,WT7M86G5V7M9,安徽省/安庆市/迎江区,安徽/安庆/迎江,Yingjiang,30.51381454,117.0856516
1061,WT7JYF8EW2Y7,安徽省/安庆市/大观区,安徽/安庆/大观,Daguan,30.55633056,117.0163443
1062,WT7JZB7C371F,安徽省/安庆市/宜秀区,安徽/安庆/宜秀,Yixiu,30.54359662,117.0645323
1063,WT7NF83HBR41,安徽省/安庆市/怀宁县,安徽/安庆/怀宁,Huaining,30.72,116.83
1064,WT6YK858TVGG,安徽省/安庆市/潜山市,安徽/安庆/潜山,Qianshan,30.63,116.57
1065,WT6TJG95X75S,安徽省/安庆市/太湖县,安徽/安庆/太湖,Taihu,30.43,116.27
1066,WT6ED2SH2P7E,安徽省/安庆市/宿松县,安徽/安庆/宿松,Susong,30.15,116.12
1067,WT6GRHGZCP1F,安徽省/安庆市/望江县,安徽/安庆/望江,Wangjiang,30.13,116.68
1068,WT6XX856R8B4,安徽省/安庆市/岳西县,安徽/安庆/岳西,Yuexi,30.85,116.35
1069,WTE0TK2RKE82,安徽省/安庆市/桐城市,安徽/安庆/桐城,Tongcheng,31.05,116.95
1070,WTK1H2DTJ1U4,安徽省/黄山市,安徽/黄山/黄山,Huangshan,29.710646,118.3154208
1071,WTK1HDM78CE1,安徽省/黄山市/屯溪区,安徽/黄山/屯溪,Tunxi,29.72,118.33
1072,WTKH25GWK92K,安徽省/黄山市/黄山区,安徽/黄山/黄山区,Huangshanqu,30.3,118.13
1073,WTK1SWQ6KSMG,安徽省/黄山市/徽州区,安徽/黄山/徽州,Huizhou,29.82966385,118.3315381
1074,WTK1YVWJ7586,安徽省/黄山市/歙县,安徽/黄山/歙县,Shexian,29.87,118.43
1075,WTK13M211D6G,安徽省/黄山市/休宁县,安徽/黄山/休宁,Xiuning,29.78,118.18
1076,WT7F78D4BHMK,安徽省/黄山市/黟县,安徽/黄山/黟县,Yixian,29.93,117.93
1077,WT79YV9J6GD4,安徽省/黄山市/祁门县,安徽/黄山/祁门,Qimen,29.87,117.72
1078,WTSPU2JCPU6T,安徽省/滁州市,安徽/滁州/滁州,Chuzhou,32.3,118.32
1079,WTSPEZRV0DD3,安徽省/滁州市/琅琊区,安徽/滁州/琅琊,Langya,32.29655685,118.3004624
1080,WTSPGVC6CSNS,安徽省/滁州市/南谯区,安徽/滁州/南谯,Nanqiao,32.33188462,118.2915847
1081,WTU0WGQ4GN2M,安徽省/滁州市/来安县,安徽/滁州/来安,Laian,32.45,118.43
1082,WTSNE79S49XY,安徽省/滁州市/全椒县,安徽/滁州/全椒,Quanjiao,32.1,118.27
1083,WTG9J9USVXX2,安徽省/滁州市/定远县,安徽/滁州/定远,Dingyuan,32.53,117.67
1084,WTGDGRGCES45,安徽省/滁州市/凤阳县,安徽/滁州/凤阳,Fengyang,32.87,117.57
1085,WTUD5BV5KCZ6,安徽省/滁州市/天长市,安徽/滁州/天长,Tianchang,32.7,119
1086,WTGFKXQMM6BH,安徽省/滁州市/明光市,安徽/滁州/明光,Mingguang,32.78,117.98
1087,WTF75T383SE2,安徽省/阜阳市,安徽/阜阳/阜阳,Fuyang,32.9,115.82
1088,WTF754S5EV8V,安徽省/阜阳市/颍州区,安徽/阜阳/颍州,Yingzhou,32.88545793,115.8015537
1089,WTF7HRBMJFDV,安徽省/阜阳市/颍东区,安徽/阜阳/颍东,Yingdong,32.91453844,115.8514241
1090,WTF774JHUPCK,安徽省/阜阳市/颍泉区,安徽/阜阳/颍泉,Yingquan,32.92688319,115.8029383
1091,WTCUNS4QXWU9,安徽省/阜阳市/临泉县,安徽/阜阳/临泉,Linquan,33.07,115.25
1092,WTFHWYRVM20T,安徽省/阜阳市/太和县,安徽/阜阳/太和,Taihe,33.17,115.62
1093,WTF1WH4G90Y7,安徽省/阜阳市/阜南县,安徽/阜阳/阜南,Funan,32.63,115.58
1094,WTF9TU15X2GE,安徽省/阜阳市/颍上县,安徽/阜阳/颍上,Yingshang,32.63,116.27
1095,WTFJ0EHJ0C17,安徽省/阜阳市/界首市,安徽/阜阳/界首,Jieshou,33.24,115.34
1096,WTGPMFNHZW6H,安徽省/宿州市,安徽/宿州/宿州,Suzhou,33.63,116.98
1097,WTGPMU22MZ76,安徽省/宿州市/埇桥区,安徽/宿州/埇桥,Yongqiao,33.64159226,116.9720302
1098,WW4EZ9GRP901,安徽省/宿州市/砀山县,安徽/宿州/砀山,Dangshan,34.42,116.35
1099,WW54KY3BFMZ3,安徽省/宿州市/萧县,安徽/宿州/萧县,Xiaoxian,34.18,116.93
1100,WTGWFGT6CT2C,安徽省/宿州市/灵璧县,安徽/宿州/灵璧,Lingbi,33.55,117.55
1101,WTGY6QVE5H6G,安徽省/宿州市/泗县,安徽/宿州/泗县,Sixian,33.48,117.88
1102,WTDUEP89WV0P,安徽省/六安市,安徽/六安/六安,Luan,31.77,116.5
1103,WTDUEU1VNR0U,安徽省/六安市/金安区,安徽/六安/金安,Jinan,31.75138482,116.534655
1104,WTDUD6N3923E,安徽省/六安市/裕安区,安徽/六安/裕安,Yuan,31.73976132,116.4747033
1105,WTDMMBFJSUSW,安徽省/六安市/叶集区,安徽/六安/叶集,Yeji,31.86544074,115.9197047
1106,WTDXVV3PZKGD,安徽省/六安市/霍邱县,安徽/六安/霍邱,Huoqiu,32.33,116.27
1107,WTE5HBCY43PQ,安徽省/六安市/舒城县,安徽/六安/舒城,Shucheng,31.47,116.93
1108,WTDKMY6Q7U8F,安徽省/六安市/金寨县,安徽/六安/金寨,Jinzhai,31.72,115.92
1109,WTDDXHHYM2NZ,安徽省/六安市/霍山县,安徽/六安/霍山,Huoshan,31.4,116.33
1110,WW42DDHQT937,安徽省/亳州市,安徽/亳州/亳州,Bozhou,33.85,115.78
1111,WW42DRPXTXVB,安徽省/亳州市/谯城区,安徽/亳州/谯城,Qiaocheng,33.87767193,115.7734831
1112,WTFWSWHU4KCH,安徽省/亳州市/涡阳县,安徽/亳州/涡阳,Guoyang,33.52,116.22
1113,WTFVK8EEVCEB,安徽省/亳州市/蒙城县,安徽/亳州/蒙城,Mengcheng,33.27,116.57
1114,WTFSS4Y28PZU,安徽省/亳州市/利辛县,安徽/亳州/利辛,Lixin,33.15,116.2
1115,WT7W3R63DQMH,安徽省/池州市,安徽/池州/池州,Chizhou,30.67,117.48
1116,WT7WE4YHS47Y,安徽省/池州市/贵池区,安徽/池州/贵池,Guichi,30.68971993,117.5621276
1117,WT75NZE35WSM,安徽省/池州市/东至县,安徽/池州/东至,Dongzhi,30.1,117.02
1118,WT7ECM6K62M1,安徽省/池州市/石台县,安徽/池州/石台,Shitai,30.22,117.48
1119,WT7Y3EXV0N15,安徽省/池州市/青阳县,安徽/池州/青阳,Qingyang,30.65,117.85
1120,WTS2N4R0GD1V,安徽省/宣城市,安徽/宣城/宣城,Xuancheng,30.95,118.75
1121,WTS2N4PBR954,安徽省/宣城市/宣州区,安徽/宣城/宣州,Xuanzhou,30.94853504,118.7512036
1122,WTS9PG0CQK87,安徽省/宣城市/郎溪县,安徽/宣城/郎溪,Langxi,31.13,119.17
1123,WTKZV3NVX9MZ,安徽省/宣城市/广德县,安徽/宣城/广德,Guangde,30.9,119.42
1124,WTKNWKB0RYYC,安徽省/宣城市/泾县,安徽/宣城/泾县,Jingxian,30.7,118.4
1125,WTK74F1FKQ38,安徽省/宣城市/绩溪县,安徽/宣城/绩溪,Jixi,30.07,118.6
